POLICY_ID,SOURCE_FILE,PAGE_NUMBER,CHUNK_ID,CHUNK_TEXT
P004,S2525.pdf,5,c4bda1c6-2271-4102-bdd5-04e6ebca088a," 
$0 
$19,781,406 
$0 
Executive Office for 
Administration and Finance 
  
  
  
  
  
Secretary of Administration and 
Finance 
$0 
$201,150,000 
$721,129,000 
$922,279,000 
$0 
Division of Capital Asset 
Management & Maintenance 
$0 
$4,567,573 
$11,296,867 
$4,567,573 
$11,296,867 
Civil Service Commission 
$0 
$12,500 
$0 
$12,500 
$0 
Group Insurance Commission 
$0 $1,135,914,348 
$409,862,157 
$1,543,579,759 
$2,196,746 
Division of Administrative Law 
Appeals 
$0 
$70,000 
$0 
$0 
$70,000 
Department of Revenue 
$63,125,570 
$180,908,168 
$0 
$237,266,487 
$6,767,251 
"
P004,S2525.pdf,6,a697de93-8f27-41f7-bbe2-c8c9c6a03730,"Appellate Tax Board 
$0 
$2,985,306 
$0 
$2,585,306 
$400,000 
Human Resources Division 
$0 
$2,160,000 
$0 
$2,160,000 
$0 
Operational Services Division 
$0 
$30,421,408 
$0 
$12,271,701 
$18,149,707 
Total 
$63,125,570 $1,558,189,303 $1,142,288,024 
$2,724,722,326 
$38,880,571 
Executive Office of Technology 
Services and Security 
  
  
  
  
  
Executive Office of Technology 
Services and Security 
$0 
$2,733,931 
$0 
$0 
$2,733,931 
Total 
$0 
$2,733,931 
$0 
$0 
$2,733,931 
Executive Office of Energy and 
Environmental Affairs 
  
  
  
  
  
Executive Office of Energy & 
Environmental Affairs 
$25,000 
$5,050,000 
$0 
$4,385,000 
$690,000 
Department of Public Utilities 
$0 
$53,426,437 
$0 
$53,426,437 
$0 
Department of Environmental 
Protection 
$0 
$34,723,982 
$0 
$28,638,164 
$6,085,818 
Department of Fish and Game 
$8,420,000 
$13,181,789 
$1,945,000 
$23,078,800 
$467,989 
Department of Agricultural 
Resources 
$0 
$6,846,325 
$0 
$6,846,325 
$0 
Department of Conservat"
P004,S2525.pdf,6,9b59e868-7e11-420f-83d3-e003e64fe56e,"ion and 
Recreation 
$0 
$27,892,691 
$0 
$27,892,691 
$0 
Department of Energy Resources 
$0 
$9,031,633 
$0 
$9,031,633 
$0 
Total 
$8,445,000 
$150,152,857 
$1,945,000 
$153,299,050 
$7,243,807 
Executive Office of Health and 
Human Services 
  
  
  
  
  
Department of Veterans' Services 
$0 
$760,000 
$0 
$0 
$760,000 
Secretary of Health and Human 
Services 
$12,542,481,426 $2,206,468,318 
$16,000,000 $14,449,949,744 
$315,000,000 
Mass Commission for the Blind 
$5,037,612 
$7,500 
$0 
$5,045,112 
$0 
Massachusetts Rehabilitation 
Commission 
$9,207,866 
$40,000 
$0 
$9,247,866 
$0 
Mass Commission for the Deaf 
$246,064 
$3,500 
$0 
$249,564 
$0 
Chelsea Soldiers' Home 
$16,424,436 
$2,078,384 
$0 
$18,502,820 
$0 
Holyoke Soldiers' Home 
$7,871,365 
$1,518,702 
$0 
$7,200,424 
$2,189,643 
"
P004,S2525.pdf,7,a10f8e00-1288-4983-aea6-de415f73753c,"Department of Youth Services 
$5,706,738 
$130,000 
$0 
$5,836,738 
$0 
Department of Transitional 
Assistance 
$499,856,389 
$925,000 
$17,600,000 
$518,381,389 
$0 
Department of Public Health 
$172,730,525 
$120,265,042 
$1,500,000 
$146,100,364 
$148,395,203 
Department of Children and 
Families 
$349,397,551 
$2,658,000 
$700,000 
$345,720,124 
$7,035,427 
Department of Mental Health 
$140,513,535 
$26,644,612 
$20,000,000 
$187,033,147 
$125,000 
Department of Developmental 
Services 
$1,189,415,397 
$3,875,621 
$0 
$1,193,291,018 
$0 
Department of Elder Affairs 
$227,733,737 
$1,434,850 
$0 
$229,168,587 
$0 
Total 
$15,166,622,641 $2,366,809,529 
$55,800,000 $17,115,726,897 
$473,505,273 
Health Policy Commission 
  
  
  
  
  
Health Policy Commission 
$0 
$11,948,856 
$0 
$11,948,856 
$0 
Total 
$0 
$11,948,856 
$0 
$11,948,856 
$0 
Center for Health Information 
and Analysis 
  
  
  
  
  
Center for Health Information and 
Analysis 
$0 
$48,918,094 
$0 
$48,918,094 
$0 
"
P004,S2525.pdf,7,a7ab1810-bf16-4d30-90ac-749221d03589,"Total 
$0 
$48,918,094 
$0 
$48,918,094 
$0 
Board of Library Commissioners 
  
  
  
  
  
Board of Library Commissioners 
$0 
$3,200 
$0 
$3,200 
$0 
Total 
$0 
$3,200 
$0 
$3,200 
$0 
Executive Office of Economic 
Development 
  
  
  
  
  
Office of Consumer Affairs and 
Business Regulation 
$0 
$1,856,490 
$0 
$861,038 
$995,452 
Division of Banks 
$0 
$45,629,760 
$0 
$44,129,760 
$1,500,000 
Division of Insurance 
$0 
$159,768,412 
$0 
$159,768,412 
$0 
Division of Professional Licensure 
$0 
$42,520,330 
$0 
$22,603,769 
$19,916,561 
Division of Standards 
$0 
$3,293,008 
$0 
$2,417,577 
$875,431 
Department of Telecommunications 
and Cable 
$0 
$5,198,884 
$0 
$5,198,884 
$0 
"
P004,S2525.pdf,8,d947ab54-d140-4256-8548-6c7a45904861,"Massachusetts Office of Travel and 
Tourism 
$0 
$0 
$2,492,000 
$2,492,000 
$0 
Total 
$0 
$258,266,884 
$2,492,000 
$237,471,440 
$23,287,444 
Executive Office of Housing and 
Livable Communities 
  
  
  
  
  
Housing and Livable Communities 
$0 
$6,897,012 
$0 
$3,325,500 
$3,571,512 
Total 
$0 
$6,897,012 
$0 
$3,325,500 
$3,571,512 
Executive Office of Labor and 
Workforce Development 
  
  
  
  
  
Labor and Workforce Development  
$0 
$2,300,150 
$23,238,419 
$25,077,493 
$461,076 
Total 
$0 
$2,300,150 
$23,238,419 
$25,077,493 
$461,076 
Executive Office of Education 
  
  
  
  
  
Department of Early Education and 
Care 
$306,415,325 
$2,226,146 
$0 
$308,121,471 
$520,000 
Department of Elementary and 
Secondary Education 
$0 
$7,750,792 
$0 
$5,026,250 
$2,724,542 
Department of Higher Education 
$0 
$8,000,000 
$0 
$8,000,000 
$0 
University of Massachusetts 
$0 
$110,000,000 
$0 
$110,000,000 
$0 
Bridgewater State College 
$0 
$0 
$0 
$0 
$0 
Fitchburg State College "
P004,S2525.pdf,8,ec3e7678-dbd8-4a75-8bb2-bc3fa6a1dae6,"
$0 
$0 
$0 
$0 
$0 
Framingham State College 
$0 
$0 
$0 
$0 
$0 
Massachusetts College of Art and 
Design 
$0 
$0 
$0 
$0 
$0 
Massachusetts College of Liberal 
Arts 
$0 
$0 
$0 
$0 
$0 
Salem State College 
$0 
$0 
$0 
$0 
$0 
Westfield State College 
$0 
$0 
$0 
$0 
$0 
Worcester State College 
$0 
$0 
$0 
$0 
$0 
Berkshire Community College 
$0 
$0 
$0 
$0 
$0 
Bristol Community College 
$0 
$0 
$0 
$0 
$0 
Cape Cod Community College 
$0 
$0 
$0 
$0 
$0 
Greenfield Community College 
$0 
$0 
$0 
$0 
$0 
Holyoke Community College 
$0 
$0 
$0 
$0 
$0 
"
P004,S2525.pdf,9,ccd2d6d3-398b-4a2c-ac08-33bb3338f3b9,"Mass Bay Community College 
$0 
$0 
$0 
$0 
$0 
Massasoit Community College 
$0 
$0 
$0 
$0 
$0 
Middlesex Community College 
$0 
$0 
$0 
$0 
$0 
Mount Wachusett Community 
College 
$0 
$0 
$0 
$0 
$0 
Northern Essex Community College 
$0 
$0 
$0 
$0 
$0 
North Shore Community College 
$0 
$0 
$0 
$0 
$0 
Quinsigamond Community College 
$0 
$0 
$0 
$0 
$0 
Springfield Technical Community 
College 
$0 
$0 
$0 
$0 
$0 
Roxbury Community College 
$0 
$2,500,000 
$0 
$0 
$2,500,000 
Bunker Hill Community College 
$0 
$0 
$0 
$0 
$0 
Total 
$306,415,325 
$130,476,938 
$0 
$431,147,721 
$5,744,542 
Executive Office of Public Safety 
and Security 
  
  
  
  
  
Executive Office of Public Safety 
and Security 
$0 
$2,100,000 
$0 
$2,100,000 
$0 
Office of the Chief Medical 
Examiner 
$0 
$10,164,450 
$0 
$1,517,565 
$8,646,885 
Criminal History Systems Board 
$0 
$34,916,711 
$0 
$28,593,036 
$6,323,675 
Department of State Police 
$1,935,922 
$111,433,000 
$0 
$2,663,000 
$110,705,922 
Munic"
P004,S2525.pdf,9,41949001-ef47-47b1-a445-66fbd60e37ca,"ipal Police Training Council 
$0 
$2,800,000 
$0 
$0 
$2,800,000 
Department of Fire Services 
$0 
$61,648,536 
$0 
$59,314,976 
$2,333,560 
Military Division 
$0 
$1,900,000 
$0 
$0 
$1,900,000 
Emergency Management Agency 
$175,000,000 
$0 
$0 
$175,000,000 
$0 
Department of Corrections 
$3,500,000 
$6,013,000 
$4,687,000 
$0 
$14,200,000 
Total 
$180,435,922 
$230,975,697 
$4,687,000 
$269,188,577 
$146,910,042 
Sheriffs 
  
  
  
  
  
Hampden Sheriff's Office 
$825,000 
$3,687,251 
$0 
$881,000 
$3,631,251 
Worcester Sheriff's Office 
$25,000 
$750 
$0 
$25,750 
$0 
Middlesex Sheriff's Office 
$12,000 
$238,996 
$0 
$75,996 
$175,000 
Hampshire Sheriff's Office 
$7,600 
$2,525 
$0 
$10,125 
$0 
"
P004,S2525.pdf,10,52c7a5ff-d11e-48b0-8cf0-968492377fd4,"Berkshire Sheriff's Office 
$6,000 
$1,605,000 
$0 
$11,000 
$1,600,000 
Franklin Sheriff's Office 
$86,200 
$7,000 
$0 
$93,200 
$0 
Essex Sheriff's Office 
$41,000 
$1,858,115 
$0 
$49,115 
$1,850,000 
Barnstable Sheriff's Office 
$0 
$1,552,970 
$0 
$2,970 
$1,550,000 
Bristol Sheriff's Office 
$82,712 
$20,000 
$0 
$102,712 
$0 
Dukes Sheriff's Office 
$0 
$330,656 
$0 
$30,656 
$300,000 
Norfolk Sheriff's Office 
$576,000 
$215,430 
$0 
$576,000 
$215,430 
Plymouth Sheriff's Office 
$25,620,000 
$300,000 
$0 
$25,620,000 
$300,000 
Suffolk Sheriff's Office 
$0 
$2,000,000 
$0 
$200,000 
$1,800,000 
Total 
$27,281,512 
$11,818,693 
$0 
$27,678,524 
$11,421,681 
Massachusetts Department of 
Transportation 
  
  
  
  
  
Massachusetts Department of 
Transportation 
$0 
$628,727,105 
$57,565,200 
$686,292,305 
$0 
Total 
$0 
$628,727,105 
$57,565,200 
$686,292,305 
$0 
    
  
  
  
  
Total Non-Tax Revenue 
$15,759,252,878 $6,516,983,861 $5,445,572,567 $26,965,066,132 
$756,743,174 "
P004,S2525.pdf,10,28e88ead-2431-433a-97cb-df944f176a40,"
 
 
"
P004,S2525.pdf,11,a126d7ce-cad2-477f-b6a4-0fc16a7c59ba,"SECTION 2. 
 
JUDICIARY. 
 
Supreme Judicial Court. 
 
0320-0003 
For the operation of the supreme judicial court, including the salaries of the chief 
justice and the 6 associate justices .........................................................$12,314,981 
 
0320-0010 
For the operation of the clerk’s office of the supreme judicial court for Suffolk 
county .......................................................................................................$2,428,095 
 
0321-0001 
For the operation of the commission on judicial conduct ........................$1,187,392 
 
0321-0100 
For the services of the board of bar examiners ........................................$2,349,408 
 
Committee for Public Counsel Services. 
 
0321-1500 
For the operation of the committee for public counsel services under chapter 211D 
of the General Laws; provided, that the committee shall maintain a system in which 
not less than 20 per cent of indigent clients shall be represented by public defende"
P004,S2525.pdf,11,ecc3eb84-5e29-4694-9ab8-5826ceb0e6d2,"rs; 
provided further, that to the extent feasible, the committee shall assign public 
defenders to district and superior courts; provided further, that not later than 
December 2, 2025, the committee shall submit a report to the executive office for 
administration and finance and the house and senate committees on ways and 
means that shall include, but not be limited to, the expected surplus or deficiency 
of items 0321-1500, 0321-1510 and 0321-1520 for fiscal year 2026; provided 
further, that not later than March 3, 2026, the committee shall submit an annual 
report to the house and senate committees on ways and means which shall be 
compared with data from the current period to the previous 2 fiscal years; and 
provided further, that the report shall include, but not be limited to: (i) the number 
of cases handled by the committee in each reporting period, delineated by public 
defender and private bar advocate; (ii) the average number of hours spent per case 
by public defenders"
P004,S2525.pdf,11,4cd5f09e-0953-451b-b2d4-745158a24a88,"; (iii) the number of public defenders currently employed by the 
committee and the total number employed by the committee at the end of each fiscal 
year, delineated by division; (iv) the number of public defender vacancies to be 
filled; (v) the average cost for public defender services rendered per case in the 
prior fiscal year; (vi) the number of cases assigned to private bar advocates; (vii) 
the average number of hours billed by private bar advocates; (viii) the average cost 
for private bar advocate services rendered per case in the prior fiscal year; (ix) the 
billable hours of private counsel, delineated by travel time and time spent in court, 
including wait time and trial preparation time, including interview time, 
investigating time and research time; (x) any changes to the private bar billing 
system and any billing improvements that have been made; (xi) the total number of 
support staff, investigators, attorneys in charge and management personnel 
currently employed by"
P004,S2525.pdf,11,c28f1da3-bc6d-40ac-9296-e61e8e4f63b0," the committee and the total number employed by the 
committee at the end of each fiscal year for the previous 2 fiscal years; and (xii) a 
"
P004,S2525.pdf,12,46364cf6-a675-4cbc-b111-c2fd5bdbe0cd,"summary of all spending for psychologists, psychiatrists and investigators, 
including the total number of hours billed, the number of unique vendors and the 
average number of hours billed ..............................................................$91,000,000 
 
0321-1510 
For compensation paid to private counsel assigned to criminal and civil cases under 
subsection (b) of section 6 of chapter 211D of the General Laws and under section 
11 of said chapter 211D; provided, that not more than $2,000,000 from this item 
shall be expended for services rendered prior to fiscal year 2026 .......$213,827,979 
 
0321-1520 
For fees and costs as defined in section 27A of chapter 261 of the General Laws, as 
ordered by a justice of the appeals court or a justice of a department of the trial 
court on behalf of persons who are indigent as defined in said section 27A of said 
chapter 261; provided, that not more than $1,500,000 from this item shall be 
expended for services rendered prior to f"
P004,S2525.pdf,12,cd348f4c-8f9f-40ff-87eb-8a4e02b531b6,"iscal year 2026 ......................$25,172,236 
 
Massachusetts Legal Assistance Corporation. 
 
0321-1600 
For the Massachusetts Legal Assistance Corporation to provide legal representation 
for indigent or otherwise disadvantaged residents of the commonwealth; provided, 
that not later than February 2, 2026, the corporation shall submit a report to the 
house and senate committees on ways and means using the most recent United 
States Census Bureau population data available that shall include, but not be limited 
to: (i) the number of persons assisted by the programs funded by the corporation in 
the prior fiscal year; (ii) any proposed expansion of legal services, delineated by 
type of service, target population and cost; and (iii) the total number of indigent or 
otherwise disadvantaged residents who received services from the corporation, 
delineated by type of case and geographic location; provided further, that the 
corporation may contract with any organization to provide r"
P004,S2525.pdf,12,dc6a0f2a-bcea-4eb0-961a-f7adbb764614,"epresentation; and 
provided further, that notwithstanding the first paragraph of section 9 of chapter 
221A of the General Laws, funds shall be expended for the Disability Benefits 
Project, the Medicare Advocacy Project and the Domestic Violence Legal 
Assistance Project ..................................................................................$51,000,000 
 
Mental Health Legal Advisors Committee. 
 
0321-2000 
For the operation of the mental health legal advisors committee and for certain 
programs for the indigent mentally ill established in section 34E of chapter 221 of 
the General Laws; provided, that funds shall be expended for the operations of a 
satellite office in the western region of the commonwealth ....................$3,315,604 
 
Prisoners’ Legal Services. 
 
0321-2100 
For the expenses of Prisoners’ Legal Services ........................................$3,272,105 
 
New England Innocence Project. 
 
0321-2200 
For the expenses of the New England Innocence Pr"
P004,S2525.pdf,12,8d1ad058-c58d-49d6-a571-de111a69ec7e,"oject, Inc. to support exonerees $350,000 
 
"
P004,S2525.pdf,13,bf17d79e-d670-40ed-9d7f-3f4c9a2795ca,"Social Law Library. 
 
0321-2205 
For the expenses of the social law library located in Suffolk county ......$2,960,287 
 
Appeals Court. 
 
0322-0100 
For the appeals court, including the salaries, traveling allowances and expenses of 
the chief justice, recall justices and associate justices ...........................$15,794,381 
 
Trial Court. 
 
0330-0101 
For the salaries of the justices of the 7 departments of the trial court ...$90,824,455 
 
0330-0300 
For the central administration of the trial court, including costs associated with trial 
court nonemployee services, dental and vision health plan agreements for 
employees who are subject to a collective bargaining agreement, jury expenses, law 
libraries, statewide telecommunications, private and municipal court rentals and 
leases, operation of courthouse facilities, rental of county court facilities, witness 
fees, printing expenses, equipment maintenance and repairs, the court interpreter 
program, insurance and chargeback"
P004,S2525.pdf,13,3f51a04a-0a55-442c-96d2-fd8cf091b416," costs, the Massachusetts sentencing 
commission, court security and judicial training; provided, that 50 per cent of all 
fees payable under rules 15(d) and 30(c)(8) of the Massachusetts Rules of Criminal 
Procedure shall be paid from this item; provided further, that funds may be 
expended for training on domestic violence issues, the maintenance of a domestic 
violence registry, evaluations of batterers’ intervention programs and the risk 
assessment tool for domestic violence offenders under chapter 260 of the acts of 
2014; provided further, that not less than $378,000 shall be expended for the race 
and bias initiative to expand the trial court’s office of diversity, equity, inclusion 
and experience and to provide additional diversity training for all court employees; 
provided further, that in planning and implementing the policies of the race and 
bias initiative, the trial court’s office of diversity, equity, inclusion & experience 
shall solicit feedback from community stake"
