POLICY_ID,SOURCE_FILE,PAGE_NUMBER,CHUNK_ID,CHUNK_TEXT
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,4,a4ddc334-adb1-43dd-a202-107cdc7af6fb,"......................................23
RECOVERY.............................................................................................................................................................................23
Community Healing & Response Network (CHRN):.............................................................................23
Safe and Successful Youth Initiative (SSYI) Boston/Men’s Health Initiative.................................24
MENTAL, EMOTIONAL, AND BEHAVIORAL HEALTH SUPPORTS.......................................................... 24
Center for Behavioral Health and Wellness...........................................................................................24
COMMUNITY REINVESTMENT....................................................................................................................................24
Summer Activation Mini-Grant -............................................................................................................"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,4,378886b4-b5e0-40cf-9232-3f10c3a8a335,". 24
Wake Up the Night Grant...........................................................................................................................24
Block Party Grants....................................................................................................................................... 25
Returning Citizens Support Mini-Grant.................................................................................................25
Small Community Grants Program:.........................................................................................................25
My Brother’s Keeper Grant Program.......................................................................................................25
Beyond Pride Mini-Grants......................................................................................................................... 25
Mayor’s Youth Sports Grant Program..........................................................................................."
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,4,b96f93bd-abc7-42e3-af40-282cdae1612d,".......... 25
Design Fund Grant....................................................................................................................................... 25
Community Development Block Grant...................................................................................................26
Neighborhood and Downtown Activation Grant................................................................................. 26
Immigrant Heritage Month Mini-Grants............................................................................................... 26
2024-2025 Immigrant Youth Advancement Grant Program..............................................................26
Bridge the Gap Mini-Grant........................................................................................................................ 27
4
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,5,47e66687-871e-46c9-b764-628402e3e23e,"2024 Enhancing Behavioral Healthcare Access for Older Adults Grant......................................... 27
HEIGHTENED COMMUNITY CONCERNS DURING SUMMER MONTHS............................................. 27
Fire Safety & Fireworks............................................................................................................................... 27
Dirt Bike/ATV Safety................................................................................................................................... 28
Problem Properties......................................................................................................................................28
After-Hours Parties......................................................................................................................................28
Firearm Violence...........................................................................................................................................28
SUMMER ‘24 C"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,5,aee8ab40-1219-4251-affa-a5e71a0959be,"OMMUNITY GUN VIOLENCE REDUCTION STRATEGY............................................... 28
Gun Violence Reduction Management Team........................................................................................28
Boston’s Summer strategy to reduce community violence is comprised of a management
team that works to execute 4 Key Strategies:............................................................................... 29
APPENDIX............................................................................................................................................................................. 30
5
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,6,edeb643b-d001-4ab9-8267-ce524058294b,"COMMUNITY SAFETY TEAM
The Mayor’s Community Safety Team (CST) is charged annually with the preparation and
distribution of a plan focused around coordinating across City departments and providing resources
to prevent, intervene and recover from acts of community violence. Historically, this plan was built
internally and then rolled out to the public - under the Wu Administration, Senior Advisor for
Community Safety Isaac Yablo has prioritized the importance of building a plan for community, by
community. This year, the Community Safety Team undertook the most extensive community
engagement strategy in the City’s history in assembling the plan.
This strategy to build Boston’s Plan for a safe, healthy and active Summer encompassed a three-step
process:
●
PREPARING THE PLAN (February - March)
Engaging community stakeholders in an in-depth conversation to begin conceptualizing and
building out what a safe, healthy and active Summer will look like. Members of the
community identified as iss"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,6,81b0e277-f2b3-44cb-adb2-e26464932896,"ues specific to their street, block, and neighborhoods.
●
PREVIEWING THE PLAN (April - early May)
Engaging community stakeholders in an in-depth conversation to preview the plan, hear
from constituents, and make changes where necessary. Members of the community had the
opportunity to make the necessary changes to the plan, based on what is relevant to their
community.
●
PUBLISHING THE PLAN (May)
Branding the plan to ensure the community is aware of the programming and resources that
will be available during the Summer months. Ensure the plan is translated. Members of the
community helped to strategize around the branding and marketing of this plan, informing
us of the best way to spread the plan by neighborhood.
The CST met with numerous community stakeholders, and hosted 27 public meetings across 9
neighborhoods - one meeting focusing on each step of the plan. Meetings were held in BCYF
Community Centers, ensuring that all community members had safe and accessible options to meet
with"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,6,047265c6-b5f0-45b7-b315-49250357a517," the Community Safety team. In these meetings, we received input that transcended
neighborhood borders, demographics, and socioeconomic statuses. Consistent themes across these
engagements included concerns around community engagement, youth employment, perceptions of
neighborhood safety, street safety and prioritizing around key dates, times, weekends and holidays.
These concerns, coupled with data and historical knowledge allowed us to form our goals for the
summer:
●
Perceptions of Neighborhood Safety:
Despite Summer 2023 being the statistically least violent summer (in terms of shootings),
perceptions of safety among community do not align with these accomplishments
●
Community Engagement:
Members of the community pushed for the City to do a better job of sharing information and
connecting to the folks that are doing grassroots work in the community
●
Youth Employment:
Members of the community expressed that local, neighborhood-based employment is
something that should be expanded "
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,6,f731c1f4-737a-48cb-bc13-2cc496acbc09,"citywide, on a year-round basis
●
Strategizing around key dates, times of day, weekends and holidays:
Ensuring that the City is prepared on certain days where violence has been known to
increase
●
Street Safety:
6
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,7,8835f03f-5077-437f-a73d-04d2573b2973,"Members of the community expressed ongoing concerns about the influx illegal Dirtbikes,
ATVs, and motorized scooters on city streets.
OUR PLAN TO END VIOLENCE
Throughout our engagement for this Summer Safety Plan, we heard a common refrain: What is the
City’s long-term approach to addressing violence? How is the City of Boston thinking about
addressing root causes of violence? Over the past 18 months, the Community Safety team, in
partnership with the Boston Public Health Commission, has worked towards an answer to these
questions, and we are now proud to present the City’s first Plan to End Violence.
The Plan to End Violence is a long-term, sustainable, and visionary approach to violence
prevention Boston has consistently led in innovative violence prevention strategies, as evidenced by
our strategy in the following pages. But our larger vision for Boston is not just one where we just
reduce violence through a seasonal, band-aid approach – but where we end violence, holistically
and y"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,7,1ab35207-c4c8-473e-8314-8dc93d80df55,"ear-round. This includes avoiding the pitfalls of systemic violence by fundamentally
reimagining community engagement’s impact on policy and centering the lived experiences of
those most impacted by violence.
The Summer Safety Plan will remain a part of this long-term strategy, and the City will continue to
ensure that whenever violence takes place, we mobilize whatever resources are needed to restore
safety for our residents. But we believe that any incident of violence is too many, and we are
committed to building systems that will not just maintain peace or stability, but guarantee safety,
health, and joy for all our residents.
We used community’s input as a foundation for the Plan, which contains both ongoing work in the
City and new investments and proposals that would take our violence prevention strategy to the
next level. From February to December 2023, we ran a rigorous process with over 500 voices heard,
including:
-
Qualitative data from ~15 focus groups, across grassroots e"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,7,7c3e996a-bdca-4923-ac50-b2f9a11dd014,"ngagements, with young people,
with residents in the crescent (Roxbury, Mattapan, Dorchester), East Boston, and impacted
neighborhoods, and/or with providers;
-
An adult survey on forms of violence and level of trust in institutions, public and private;
-
A survey for young people, designed by young people and administered primarily by young
leaders in Start Strong; and
-
Notes, testimonies, and evidence from various other forums, working group conversations,
listening sessions, and other kinds of engagements concerned with violence prevention in
Boston.
Below are the core themes we identified as a result of this engagement.
7
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,8,1465b018-4c92-4225-ac66-d40afb45738b,"8
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,9,f6712482-773f-4875-aec4-a6c1be915f97,"INNOVATIVE FRAMEWORK AND INNOVATIVE
SOLUTIONS
The framework, which we’ve also used to organize this Summer Safety Plan, is as follows:
-
Prevention: Creating conditions for peace, or what public health professionals call “primary
prevention.”
-
Intervention: Addressing what leads to harm, or “secondary prevention.”
-
Recovery: Healing after violence, or “tertiary prevention.”
-
Reinvestment: Investing in workforce, data, and impacted communities at scale.
Whereas our City has traditionally prioritized “Intervention,” the Plan also details a vision for how
the City should be involved in generating peace, facilitating healing, and supporting communities in
supporting themselves. Here are some examples of the expansive ways we’re thinking about violence
prevention.
Prevention
Intervention
Recovery
Reinvestment
Description
Creating conditions for
peace
Addressing what
leads to harm
Healing after violence
Investing in
workforce, data, and
impacted
communities at scale
Examples
●
Investing i"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,9,271219fb-2284-4798-9511-6cdc5bc3da1c,"n BIPOC
mental health
workforce + mental
health accessibility,
youth voice​
●
Equity-driven and
place-based
investments​
●
Strengthen
approach to youth
jobs, support CBOs
●
Invest in Early
Childhood based
Fatherhood
initiatives
●
Expanding
programs
serving “proven
risk” youth +
adults, BIPOC
DV/SV
survivors,
restorative
approaches
●
Investment to
integrate
co-occurring
cycles of
violence model
across siloed
workforce
●
Refining our
protocol for
responding to
incidents
●
Investment in
holistic supports,
including housing
for families
impacted by
violence​
●
Strengthening our
Office of Returning
Citizens​
●
Supporting our
priority
workforce groups
(e.g. pay, relief
staffing, clinical
services, career
pathways)​
●
Enhancing
evaluation
infrastructure in
Violence
Prevention and
ongoing
community
engagement +
data dashboard.
Understanding common themes across city neighborhoods and the needs, concerns, and desires of
constituents that were presented during the Summer Safety meetings, coupled"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,9,ed9513f2-4ea6-4bec-a80d-a5403db7d53a," with the themes that
arose during the 2023 engagements to build a long term violence prevention strategy and data that
we have access to as a city, the Plan for a Safe, Healthy and Active Summer 2024 was created.
The Mayor’s Office, in tandem with other City of Boston Departments, worked with constituents of
the communities most impacted by community violence to develop a comprehensive plan for a safe,
healthy, and active Summer. This strategy is a part of a more broad, year-round framework that aims
to end all forms of violence by acknowledging the root causes and social determinants of violence,
while also proactively intervening in conflicts to prevent violence from occurring or escalating.
These programs and initiatives represent the work that City departments are currently participating
in, while also highlighting the existing gaps in services that we want to address. Centering the safety
9
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,10,985f2805-857e-406b-bdc8-2eaab5912bd6,"and well-being of the community, we create pathways to opportunities so that all Bostonians can
thrive.
SIX GOALS OF THE SUMMER
1.
Scaling up community and youth activities, mentor programming, and employment
opportunities for persons residing in communities impacted by community violence.
Summer creates the need for greater engagement in prevention activities, programming, and
employment outside of the classroom, particularly in communities that experience
heightened levels of community violence.
2.
Ensure neighborhoods are supported and connected to resources to help them respond to
and recover from incidents of community violence.
Because levels of community violence typically increase during Summer months, there is a
greater need to ensure that constituents/survivors are proactively connected to trauma
services and other trauma-informed community health initiatives.
3.
Strengthen intervention & recovery efforts that are relevant to and accessible by the most
at-promise populations."
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,10,b2173622-9560-4cc6-9cf8-633300cf6782,"
Summer requires data-driven focus on opportunity-youth and young adults that are
engaged in, and are impacted by community violence, aiming to connect them to
intervention and recovery-oriented services that are both accessible and relevant to the
population.
4.
Increase positive police presence, community engagement efforts, and informal social
control mechanisms in “hotspot” locations during peak times of violence.
Summer requires us to focus violence reduction efforts on the parks, playgrounds, and other
open spaces that experience much of the community violence that takes place across the
City.
5.
Reinvest into communities and community members across the city with a focus on those
disproportionately impacted by acts of community violence.
Increasing social cohesion through city-funded, constituent-led efforts brings us together as
a city and paves the way for a safe, healthy and active summer - built for community, by
community.
6.
Ensure the city's gun violence intervention stra"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,10,e1473546-4348-4ceb-9adf-d5ebc2201be5,"tegy is active and supported by both
providers and community members
In April 2023, Mayor Wu recently convened a multi-day workshop on evidence-informed
violence intervention strategies, which resulted in an outline comprehensive violence
intervention strategy. Since May of 2023, aspects of this strategy have been rolled out, and
will continue to be in place on a year-round basis.
10
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,11,57042378-3933-4c4d-a485-1d4b0037044d,"PREVENTION
Creating conditions for peace
FutureBOS
FutureBOS has hundreds of opportunities for youth ages 14 - 18 and young adults ages 19 - 24 living
in Boston. Most employers start reviewing applications by March 15, but don't forget to check back
regularly as new opportunities will be added.. Visit www.boston.gov/futureBOS for more
information.
Many of the city Departments/Cabinets/Bureaus listed below have employment opportunities
available via FutureBOS including the Mayor’s Office, Human Services Cabinet, Equity & Inclusion
Cabinet, Boston Public Schools, Boston Police Department, Boston Housing Authority and more. See
specific opportunities below.
Boston Public Schools “Summer Stuff”
Boston Public Schools is committed to ensuring that students have access to necessary resources
throughout the summer, and provides a number of programs for BPS students and families across
the city. The BPS Summer Stuff webpage has more information about all available programs listed -
visit www.bo"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,11,0864f44c-8834-4faf-8760-98d263d585be,"stonpublicschools.org/summer
●
Summer Mental Health Services
The Department of Social Work has a team of clinicians that support the summer learning
programs, high impact crisis incidents along with regular check ins for students who access
mental health support during the school year. The team can be reached via a summer
learning site, Student Support Hotline: 617-858-7881 or socialwork@bostonpublicschools.org
●
Summer Eats
Boston Public Schools and the City of Boston partner with Project Bread to ensure that
students have access to healthy and nutritious meals across the city throughout the
summer. For a full list of feeding sites available this summer, visit
www.projectbread.com/summereats
●
Summer Jobs, Internships and Volunteering Opportunities
BPS partners with local businesses and organizations to regularly post new jobs, internships
and volunteer opportunities for students. A full directory of these are available on
www.bostonpublicschools.org.
●
Summer Learning
Throughout the "
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,11,74721fa8-c836-4f3a-97ed-626e7ddd60e2,"Summer, Boston Public Schools has opportunities for new or returning
students to further their education - either through regaining credits or building
foundations for future success. Programs below have limited capacity, and residents should
contact Boston Public Schools for more information.
●
Exam School Initiative
The Exam School Initiative (ESI) supports expanded access for Black, Latinx, multilingual
learners and other students from historically marginalized backgrounds to the district’s 3
exam schools. Students in grades 4, 5 and 7 are invited centrally through a school
nomination process. This program has a projected 400 seats, and includes all elementary and
middle schools. This year’s program targets ELA and Math instruction, as MAP test prep and
11
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,12,374dc02e-1f5a-43e2-b621-3b49d2a168c4,"hands-on training in STEM and the arts.
●
Extended School Year
Boston Public Schools offers the Extended School Year (ESY) Program for students with
Individual Education Plans (IEPs). Extended School Year offers full day, 5 hour programs.
Focuses include academic instruction based on IEP goals, including reading, math, self
regulation, early childhood education, evidence based reading methods, enrichment
programs such as First Responders Day, Einstein’s Workshop, Whale & Dolphin
Conservation, Minis with a Mission, and Joe’s Crazy Critters. Additionally, BPS provides
related services, including: applied behavior analysis, adapted physical education, mobility,
occupational therapy, physical therapy, speech and language therapy and vision, behavioral
supports and intervention transition, pre-vocation and vocational programs - including
cosmetology, auto shop, and woodworking classes. See the appendix for a list of BPS ESY
Sites.
●
BPS Division of Student Support “Summer Fun”
The Division "
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,12,4d1f9746-b30f-4f33-b4f4-eb67e603eb28,"of Student Support is hosting events and workshops throughout the summer
for students across the city. Programming includes Summer Sports Camps, College & Career
Access and Exploration, Mentoring, Educational Courses and Mental Health Access. A full list
of programs offered is available in the Appendix. For more information, call the BPS Helpline
at 617-635-8873 or email Cory McCarthy at cmccarthy2@bostonpublicschools.org
●
Community Connection Coordinators
Under the collaborative efforts of the Office of Safety Services and the Division of Student
Support within Boston Public Schools, Community Connection Coordinators engage
students with a proactive focus on providing access to resources and support tailored to the
student's individual needs in pursuit of building positive relationships in accordance with
BPS strategic goals. The desired outcomes of the position are to 1) add value to the district’s
Multi-Tiered levels of support for non clinical resources at tier three that primaril"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,12,0d01e45d-eb10-40da-a068-08688f579964,"y focus on
supporting students and their families’ needs through a public health lens, including
addressing food insecurity, providing resources for stable housing, mental health support,
and economic opportunity; 2) filling a gap of having dedicated BPS staff working shifts that
extend beyond the school day in order to be more visible in the community; making more
authentic connects with students, families, community based organizations, and attend
neighborhood specific meetings; and 3) keeping school based staff informed of community
based opportunities for success, and activities for our students, families, and staff as well as
barriers that may be impeding access to student learning or safety. These positions work
through a trauma informed lens to increase the use of restorative practices and increase the
focus on enhancing the conflict resolution skills of our young people.
Human Services Cabinet
The mission of the Human Services Cabinet is to provide equitable access to high qual"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,12,dadfedeb-3321-4383-a292-1007ce778fcd,"ity services,
resources, and opportunities so that every Boston resident - especially those with the greatest
needs - has what they need to thrive. In pursuit of this mission, the departments in the Human
Services Cabinet meet residents where they are - in their homes, neighborhoods, and communities -
to break down barriers to critical resources. The work of the Human Services Cabinet spans across
multiple diverse communities including returning citizens, aging citizens, youth, veterans and more.
12
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,13,04680aee-7140-4a56-a8c7-04cd966b1044,"BCYF SUMMER PROGRAMMING
Boston Centers for Youth & Families offers many summer classes and programs for youth. These
aren’t only a lot of fun — they also keep children active over the summer months so they are
prepared for the return to school in the fall. Visit
https://www.boston.gov/departments/boston-centers-youth-families for a complete list of
summer programs and events.
●
BCYF SuperTeens JULY 8 - AUGUST 16
The BCYF SuperTeens Program is a six-week leadership program for 13 and 14 year
olds. Teens meeting all program requirements will be eligible to receive a stipend at
the end of summer.
●
BCYF Camp Joy JULY 8 - AUGUST 2
BCYF Camp Joy provides high-quality programs for children and young adults aged 3 to 15
with special needs, and their siblings aged 3 to 7. Our structured and enriching programs
promote peer-to-peer socialization, foster individual growth and development, and connect
participants and their families to new opportunities and valuable community resources.
●
BCYF Gir"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,13,b3570c85-ebeb-4d12-b299-da6694be2743,"ls Leadership Corps JULY - AUGUST
BCYF Girls Leadership Corps (GLC) provides girls ages 12-14 with workshops and activities.
Workshop topics will include self-defense with Girls LEAP, leadership skills, empowerment
with the YW F.R.Y.E. Initiative, and more. The Girls Leadership Corps program participants
will plan activities that Boston girls will be invited to register for, including Summer Girls
Nights, various workshops and field trips.
●
Girls Nights
Designed specifically by and for girls between the ages of 6 and 18, Girls Nights connect
them with necessary resources and opportunities to help establish a sense of unity and
self-awareness while enjoying a positive and fun experience with their peers. Tentative Girls
Nights include Codzilla, Boston Bowl, Chez Vous, Zoo Lights, Movies, Beach Party,
Aquarium, and Crafternoon at a BCYF center and other fun activities.
●
BCYF Snap Shot Teen Photography Program JULY 5 - AUGUST 16
BCYF’s Snap Shot Teen Photography program is a unique summ"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,13,d47e9b12-63ea-407a-850f-5a2c3020d426,"er job program for ages 16 to
18 that introduces participants to all aspects of photography. Teens receive a paycheck while
participating in the program. Led by a professional photographer, the program includes
opportunities to conduct photo shoots, visit museums and art galleries, learn digital photo
editing, engage in online personal development workshops, and serve as a staff
photographer for BCYF. Interested youth should apply to Snap Shot through the SuccessLink
Summer Jobs Program at Boston.gov/Youth-Jobs. Select “BCYF Snap Shot” from the summer
job spreadsheet on the website.
●
BCYF Fun Fests JULY - AUGUST
BCYF brings neighborhood fun to four centers each summer to draw families out for fun
summer activities, including music, games, hands-on activities, programming information
and a cookout. All events are on Thursdays from 5pm-7pm. 2024 dates and locations include:
○
July 18: BCYF Blackstone - Community Center South End;
○
July 25: BCYF Curtis Hall - Community Center, Jamaica P"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,13,4ad7ba95-6fae-4a1d-80f1-f6dadab6615f,"lain
○
August 8: Charlestown - Doherty Park or Community Center (TBD)
○
August 22: BCYF Marshall - Community Center, Dorchester
13
"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,14,46e1e989-855c-447c-bec3-bb597ee7e74b,"●
Licensed Day Programs and Camps
BCYF operates Camp Joy, a DPH/ISD Licensed Medical Recreational Camp for disabled
children between the ages of 3- 15. Select BCYF community centers run DPH/ISD Licensed
Summer Camps serving youth aged 6-12 in partnership with their Site Councils, they include:
BCYF Nazzaro, BCYF Paris Street, BCYF Roche, BCYF Shelburne and BCYF Tobin Community
Centers. Select community centers, in partnership with their volunteer councils, host EEC
Licensed Summer Programs for children between the ages of 3 - 12, they include: BCYF
Hennigan, BCYF Hyde Park, BCYF Jackson Mann, and BCYF Vine Street Community Centers.
●
Youth and Teen Summer Recreational Programs (Municipally Exempt
Certification)
All BCYF Community Centers will operate recreational summer programs, akin to Summer
Camps for youth ages 6 - 18. Activities will include: Sports: Basketball Clinics, Baseball/
Softball Clinics, Volleyball Clinics, Golf Clinics, Pickleball Club; Arts and Crafts Clubs, STEM
Activ"
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,14,89804f59-cf2b-464e-a275-1bac067d8254,"ities and Science Lab Clubs, Computer Classes, Teen NIghts, Family Events, Movie
NIghts, Field Trips and Outings, Special Events such as community BBQ’s and Pool Parties,
Traveling Storytellers and the Mobile Makers STEM Van. These programs will be free of
charge to all Boston families boston.gov/departments/boston-centers-youth-families to
register.
Youth Engagement & Advancement
●
Community Events Calendar
Initiative launched in Summer 2024 to provide a centralized calendar of free events aimed at teens.
Since its launch, the calendar has been turned into a year-round tool that is updated daily to reflect
the many events happening across the city hosted by the City of Boston and its community partners.
As we enter Summer 2024, OYEA will continue its investment in ensuring this calendar is up to date
and filled with as many free and exciting events for teens as possible. OYEA aims to have this
calendar be a tool for teens, parents, and community partners to use to engage young people "
P002,2024-Plan-for-Safe-Healthy-Active-Summer-2024.pdf,14,f65fda30-bc8d-489d-a4da-82d2fb595768,"in safe
events aimed for them.
●
Boston After Dark: JUNE 21-AUGUST 30
OYEA is mounting a campaign to mobilize their Youth Partner Network to host events on Friday
nights, 6-9pm, June 21 - August 30th because a lot of the problematic activities that teens engage in
typically happen on Friday nights. BCYF is supporting this strategy by adding more special events to
their Friday evenings in the summer.
●
Fill the Gap week(s): June 22-July 7th, and August 17-31st, 2024
Summer 2023 saw a flare of disorderly behavior during the gap weeks between school and summer
jobs. This year these weeks fall roughly during June 22-July 7th, and August 17-31st. Our goal, with
the support of our partners, is to saturate these weeks with activities for teens and actively promote
these opportunities to families using the OYEA community calendar and social media outreach.
●
Youth Mental Health and YouthLine Resource Connection
OYEA will launch a new tool for resource finding and sharing this Summer, the Mayor"
